-209.93578,63.422634,-123.69025,-60.0192,-14.457381,-29.09064,-4.2511783,12.419749,12.739302,9.053965,-6.808078,-2.136559,-13.349954,6.6780257,-3.1447945,-3.6953928,-15.768193,-0.3871855,-3.250794,6.490813,-11.352613,-7.688302,5.416356,-2.7029932,-6.2799807,0.45257583,-3.8793378,5.36969,-6.6641655,-4.4549174,0.397253,8.100588,-1.0730536,2.7207081,-6.713975,-1.8797897,2.0122082,-0.6625422,-1.8982302,1.3549513
-449.317,111.76261,-26.788603,48.928596,9.417835,17.180988,13.036648,5.609972,7.0432715,3.0318992,-2.1704795,11.296207,1.999304,5.1460915,2.6624732,2.7100642,-1.9440691,3.2490366,-2.1084235,4.305026,-1.0454688,4.750159,-0.9774455,2.5153222,-1.885363,-0.2197894,-2.2243645,0.15471292,-1.6948893,-0.010211101,-1.7487552,0.3866245,-2.307747,0.5013615,-2.5393236,0.23717283,-2.4006264,0.49726215,-1.7775512,0.26276183
-223.04797,29.68134,33.74214,26.333452,-6.19238,17.630043,4.2480974,4.775557,20.432243,-5.086172,10.404917,1.7813424,-5.6783347,11.559482,-7.4712815,7.875098,5.0879655,-1.5232725,6.337081,-1.3846904,-1.7431489,3.9445636,-8.706307,4.522928,-4.6160016,0.7123739,1.1279267,1.6531174,0.30303997,2.5625966,-4.971173,3.5106287,-5.977389,3.7152715,-4.4385624,2.6048586,-1.5617605,2.996835,-2.87065,2.6670382
-269.1553,149.2972,-1.101664,5.380012,6.768493,9.401382,-12.211859,2.9418695,3.3777654,3.0366204,-2.268991,3.482503,-2.1084015,-2.074479,-1.1783828,-1.1643103,-5.1329937,1.0087757,-2.9521194,-0.20461799,-3.7339997,0.8149033,-4.2465005,0.011221824,-1.8976607,2.2992082,-2.5695539,2.4317656,-0.42472124,3.0260825,-3.99215,1.61355,-1.6260822,2.2392461,-2.6646097,1.3346386,-3.0548341,0.84708095,-1.884634,0.32194063
-303.83615,98.48999,-35.69114,1.534726,-7.49433,-6.1881213,0.7389406,-7.2559977,2.3089194,8.277206,1.5353729,12.872258,-3.4357173,7.436135,-1.9161738,0.5733721,-5.4460187,-2.2646267,-0.45647386,3.7048376,-3.1621377,4.380744,-5.4050064,1.9162016,-3.6963444,5.154172,-0.7718935,1.8253103,-1.7571068,1.2427355,-3.324602,-1.4108984,-4.1039653,2.0390577,-2.353386,4.583197,-1.6483966,3.8828492,0.95307034,1.3742326
-297.31876,81.72539,-38.581856,11.848926,0.35606685,-2.8031788,4.3207765,-4.375967,0.837339,2.6848037,-1.6760209,10.64527,-2.30491,8.384668,-2.9999366,3.7676253,-3.4816291,-0.57090247,-2.100112,1.5561047,-4.7505245,4.62913,-4.214529,3.0666401,-3.3413553,5.253641,-1.4487128,3.7524543,-0.8135971,0.53955954,-1.6714042,1.0974187,-4.428931,1.0698773,-3.3265948,1.5951105,-2.712347,4.067456,-1.5506234,0.93568563
-287.9396,86.36064,-40.365005,15.193761,-1.4179189,-2.0927932,-3.4537773,-0.6378468,6.834462,0.11155572,-1.8476573,7.981359,-2.1554172,2.7825615,-1.719131,2.6380181,-3.6779473,1.4978927,-3.8639185,2.0699487,-5.100189,3.2477016,-5.5250387,2.5759935,-3.3391755,2.019049,-2.5306168,0.9756477,-1.6769449,1.0605187,-1.899791,-0.22890325,-3.9066198,0.7414459,-2.581112,2.0453985,-2.1736088,2.5560117,0.100871116,2.0314958
-273.7164,88.39958,-47.34308,7.4527802,-3.691331,-3.3402297,0.24460548,-4.386212,6.9852557,3.901551,-0.4654486,10.082901,-4.3052692,5.265954,-4.888062,1.7388468,-2.7134771,2.7721257,-1.0481086,2.2435207,-3.476681,2.5372095,-4.7779455,3.0945613,-2.561576,4.3272357,-0.75015676,1.1339128,-1.8873875,1.5515773,-1.42022,-0.64949906,-3.3238857,0.9256596,-2.5403733,1.9584852,-1.375014,2.2548492,-0.96922237,1.5535157
-277.9491,89.02617,-37.122326,9.236341,-2.4986713,-9.288413,2.8802109,-1.1911199,4.174346,7.985386,5.995893,13.263093,4.109734,10.787831,-3.8177903,3.7554011,-2.314779,-3.694084,-4.380212,1.6846348,-7.898501,3.9149241,-3.9496136,3.6775725,-0.57900286,6.669844,-0.6440938,1.1691235,-1.8168384,0.52390003,-3.9707792,-1.1382585,-2.594733,2.6758215,-3.6178334,3.0966883,-3.909599,1.8343705,-1.9333795,1.2600895
-383.81012,128.45155,29.313246,18.846985,-6.675448,0.98959583,-3.2822654,6.314259,2.1871653,5.3931136,-2.278205,1.0457388,1.9954404,11.121937,5.779063,7.820591,5.813185,10.560513,5.775756,6.61924,3.0617304,4.07983,-0.4022112,2.4304729,-0.3025882,1.2157054,-0.6492029,2.166789,0.22895141,3.0485094,-0.20246513,1.3396728,0.21302757,0.884925,-1.0412235,0.3738855,-1.3163197,0.98752207,0.030291907,1.6318035
